city,Locality,rooms,bathroom,parking_spaces,floor,association_tax,rent_amount,property_tax,fire_insurance,total_rent,animal_allowed,furnishing,rooms_outlier,bathrooms_outlier,parking_outlier
Bangalore,kanakpura road,2,1,0,6,0,5100,735,78,5913,1,0,0,0,0
Bangalore,banashankari,5,3,6,6,0,17010,3252,258,20520,1,0,0,0,1
Mumbai,agripada,1,1,0,4,750,1758,84,27,2619,1,0,0,0,0
Bangalore,7th phase jp nagar,2,1,0,5,1200,8400,0,108,9708,0,1,0,0,0
Bangalore,haralur road,4,3,3,6,0,22500,327,339,23166,1,0,0,0,0
Bangalore,whitefield,2,1,0,12,1500,4110,21,54,5685,1,0,0,0,0
Bangalore,sarakki nagar,3,3,2,2,3900,8850,1026,114,13890,1,0,0,0,0
Bangalore,raja rajeshwari nagar,3,2,0,6,0,4800,252,75,5127,1,0,0,0,0
Bangalore,hbr layout,2,2,1,11,1890,21390,450,273,24003,0,1,0,0,0
Bangalore,sompura,2,3,2,18,4392,24000,1410,306,30120,1,1,0,0,0
Delhi,sector 22 dwarka,3,2,1,7,3900,9900,684,129,14613,1,1,0,0,0
Delhi,uttam nagar west,1,1,0,2,1770,6900,105,90,8865,1,1,0,0,0
Bangalore,frazer town,6,7,4,6,30000,45000,252,678,75930,1,1,0,1,0
Bangalore,hennur road,2,1,1,1,3000,9000,150,117,12267,1,0,0,0,0
Bangalore,kalkere,3,2,2,6,0,12900,765,195,13860,1,0,0,0,0
Bangalore,hoodi,3,3,2,10,6000,15300,501,195,21996,1,0,0,0,0
Bangalore,hormavu,4,4,3,10,7479,15000,2250,66,24795,0,1,0,0,0
Bangalore,uttarahalli,2,1,0,1,1500,9000,0,117,10617,1,1,0,0,0
Bangalore,vidyaranyapura,4,6,3,7,16371,45000,7425,573,69360,1,0,0,0,0
Bangalore,jp nagar,3,4,3,3,5151,15600,750,198,21699,1,0,0,0,0
Delhi,greater kailash,1,1,0,4,1068,5952,165,69,7254,1,1,0,0,0
Bangalore,vgp layout,5,9,6,6,0,25497,3000,384,28881,1,1,0,1,1
Chennai,porur,3,1,1,1,888,36000,0,543,37440,0,0,0,0,0
Bangalore,ramamurthy nagar,2,2,0,6,0,6000,327,93,6420,1,0,0,0,0
Bangalore,sarjapur  road,2,2,0,6,0,4500,0,69,4569,0,0,0,0,0
Bangalore,electronic city phase ii,1,1,1,10,2190,5550,210,72,8022,1,1,0,0,0
Bangalore,kengeri,3,2,2,6,0,13770,927,207,14904,1,1,0,0,0
Bangalore,hoodi,3,4,2,24,4749,25500,1368,324,31950,1,0,0,0,0
Delhi,badarpur,3,2,1,3,5208,13500,870,174,19752,1,0,0,0,0
Bangalore,gollarapalya hosahalli,3,4,3,2,4200,24000,2001,306,30510,1,0,0,0,0
Bangalore,bommasandra,2,2,2,10,7590,22890,1614,291,32400,1,0,0,0,0
Bangalore,lingadheeranahalli,3,3,2,15,4800,27000,1425,345,33570,1,0,0,0,0
Bangalore,sarjapur  road,2,1,0,6,0,9000,0,138,9138,1,0,0,0,0
Delhi,west punjabi bagh,3,2,2,4,2508,5100,372,66,8046,1,0,0,0,0
Bangalore,subramanyapura,3,2,2,8,2100,7020,750,90,9960,0,0,0,0,0
Delhi,sector 26 rohini,4,5,2,6,0,12000,1752,183,13935,1,1,0,0,0
Mumbai,nala sopara,2,1,1,5,1206,4434,72,66,5778,0,1,0,0,0
Mumbai,taloja,2,2,1,3,1080,7575,225,111,8991,1,1,0,0,0
Delhi,safdarjung enclave,2,3,1,2,2586,4800,780,63,8229,1,0,0,0,0
Mumbai,thane west,1,1,0,1,0,2448,0,45,2493,1,1,0,0,0
Kolkata,hussainpur,4,4,2,6,0,21000,600,345,21945,0,0,0,0,0
Kolkata,shibpur,5,2,1,6,0,10500,624,174,11298,0,0,0,0,0
Bangalore,akshaya nagar,4,4,3,6,0,22500,0,339,22839,1,1,0,0,0
Delhi,dwarka mor,2,1,1,15,1980,4500,300,60,6840,0,0,0,0,0
Bangalore,yelahanka,1,1,1,10,3900,14580,462,186,19128,0,1,0,0,0
Mumbai,powai,1,1,1,1,1200,6600,0,99,7899,0,1,0,0,0
Kolkata,tangra,2,1,1,3,510,2250,0,30,2790,1,0,0,0,0
Mumbai,karanjade,3,2,2,4,2250,9900,300,147,12597,1,0,0,0,0
Bangalore,electronic city,2,2,4,6,0,7800,138,120,8058,1,0,0,0,0
Mumbai,chembur east,4,2,1,2,2295,5640,225,84,8244,1,0,0,0,0
Bangalore,nehru nagar,3,5,5,9,8280,20250,5310,258,34110,1,0,0,0,1
Bangalore,anandapura,5,6,3,6,0,15000,3000,228,18228,1,0,0,0,0
Bangalore,bellandur,3,4,3,12,4800,10200,750,132,15882,1,1,0,0,0
Delhi,kalkaji,3,2,1,7,4926,19200,2238,249,26613,1,0,0,0,0
Mumbai,powai,1,1,1,1,1200,6600,0,99,7899,0,1,0,0,0
Bangalore,kammanahalli,2,1,2,6,0,6300,330,96,6726,0,0,0,0,0
Bangalore,bannerghatta road,3,3,2,6,0,10500,366,159,11025,1,0,0,0,0
Delhi,noida,3,1,1,8,1680,6900,627,90,9297,1,0,0,0,0
Kolkata,new town,1,1,0,6,0,2400,459,42,2901,1,0,0,0,0
Kolkata,sodepur,2,2,1,3,810,3900,294,54,5058,1,0,0,0,0
Mumbai,mumbai,3,2,5,6,0,8925,309,159,9393,1,0,0,0,1
Mumbai,kolshet road,5,5,3,4,10500,16800,147,246,27693,0,0,0,0,0
Delhi,uttam nagar,2,1,1,5,3540,7200,387,93,11220,1,0,0,0,0
Bangalore,7th phase jp nagar,1,1,0,6,0,3150,102,48,3300,0,0,0,0,0
Bangalore,yelahanka,1,1,1,14,1926,5100,60,66,7152,0,0,0,0,0
Bangalore,sarjapur  road,1,1,1,3,3000,7500,450,96,11046,1,0,0,0,0
Chennai,gerugambakkam,3,4,2,7,2910,7500,393,96,10899,0,0,0,0,0
Bangalore,uttarahalli,2,1,0,6,0,4728,375,72,5175,0,0,0,0,0
Bangalore,mahalakshmi layout,5,5,3,13,12000,24000,3720,306,40020,1,0,0,0,0
Bangalore,raja rajeshwari nagar,1,2,1,2,1005,5610,0,21,6636,1,0,0,0,0
Chennai,manimangalam,3,2,4,6,0,10500,1824,159,12483,1,0,0,0,0
Bangalore,chamrajpet,4,3,2,3,4500,12030,1626,153,18309,1,0,0,0,0
Kolkata,sodepur,3,1,1,4,789,3300,183,45,4317,1,0,0,0,0
Delhi,dwarka mor,2,1,1,9,2100,7800,90,102,10092,1,0,0,0,0
Bangalore,dommasandra,4,4,3,1,7707,45000,1626,573,54900,1,1,0,0,0
Bangalore,amruthahalli,3,2,2,9,2640,6750,468,87,9945,1,0,0,0,0
Delhi,ghitorni,3,1,0,8,6000,9000,0,117,15117,1,1,0,0,0
Bangalore,attibele,2,2,2,17,3000,15000,360,192,18552,1,0,0,0,0
Bangalore,akshaya nagar,3,2,3,5,9600,45000,2751,573,57930,1,0,0,0,0
Bangalore,attibele,1,2,2,8,2550,16500,882,210,20142,1,1,0,0,0
Kolkata,tagore park,3,1,1,2,540,4077,0,21,4638,1,0,0,0,0
Kolkata,khardah road,3,2,2,2,1200,5400,390,72,7062,1,0,0,0,0
Bangalore,hulimavu,1,1,0,6,1140,18000,27,231,19398,0,1,0,0,0
Delhi,uday park,2,2,1,6,2487,2100,426,30,5043,1,0,0,0,0
Mumbai,ghatkopar east,2,2,0,10,1650,8100,150,120,10020,1,0,0,0,0
Bangalore,austin town,4,5,3,6,0,36000,2202,543,38760,1,0,0,0,0
Delhi,mithapur,2,1,1,9,1500,4110,168,54,5832,1,1,0,0,0
Bangalore,koramangala,1,1,1,21,3411,20094,498,255,24258,0,1,0,0,0
Bangalore,hennur road,2,2,2,6,0,12300,0,186,12486,1,1,0,0,0
Chennai,vadapalani,4,2,2,4,2352,4800,318,63,7533,1,0,0,0,0
Delhi,new ashok nagar,3,3,1,2,2700,7500,384,99,10683,1,0,0,0,0
Delhi,rajouri garden,3,2,2,1,6141,18000,1620,234,25995,1,0,0,0,0
Mumbai,lower parel,2,1,0,3,300,2700,126,42,3168,0,0,0,0,0
Chennai,perungalathur,2,1,0,3,2490,3300,285,42,6117,1,0,0,0,0
Bangalore,hsr layout,1,1,0,6,1830,13500,18,174,15522,1,1,0,0,0
Kolkata,konnagar,4,4,2,6,0,45000,609,738,46350,1,0,0,0,0
Kolkata,ghola,4,2,3,1,1950,9000,939,120,12009,0,0,0,0,0
Delhi,nawada,2,1,0,2,600,3600,129,48,4377,1,0,0,0,0
Chennai,cholambedu,2,1,1,5,744,3579,0,48,4371,0,0,0,0,0
Bangalore,talaghattapura,2,3,2,6,0,9900,201,150,10251,1,0,0,0,0
Bangalore,banashankari,4,4,2,6,0,30000,1500,453,31950,1,0,0,0,0
Chennai,sholinganallur,1,1,1,8,1020,3300,3,42,4365,1,0,0,0,0
Bangalore,raja rajeshwari nagar,1,1,0,1,0,2700,150,42,2892,0,0,0,0,0
Delhi,hauz khas,3,2,1,3,6000,20100,1101,261,27462,1,1,0,0,0
Mumbai,powai,1,1,1,1,1200,6600,0,99,7899,0,1,0,0,0
Mumbai,malad east,2,1,1,8,1800,7500,288,111,9699,0,1,0,0,0
Mumbai,hiranandani estates,2,2,2,3,1350,7500,0,111,8961,1,0,0,0,0
Mumbai,andheri east,2,1,1,2,660,4050,159,60,4929,1,1,0,0,0
Bangalore,kumaraswami layout,2,2,1,2,5265,13500,735,174,19674,1,0,0,0,0
Bangalore,balagere,4,4,3,6,0,34500,2625,519,37650,1,0,0,0,0
Bangalore,yelahanka,1,1,1,3,2460,9537,0,123,12120,1,1,0,0,0
Bangalore,marathahalli,3,3,5,6,0,15000,1752,228,16980,1,0,0,0,1
Bangalore,1st block jayanagar,3,2,2,13,3468,19500,957,249,24174,1,0,0,0,0
Bangalore,vijayanagar,2,2,1,10,5820,7200,1167,93,14280,1,1,0,0,0
Mumbai,juhu,2,1,1,2,1110,4050,225,60,5445,1,0,0,0,0
Mumbai,dahisar,3,2,1,4,1758,6600,168,99,8625,1,1,0,0,0
Delhi,chattarpur,2,2,0,13,1800,8100,462,105,10467,1,0,0,0,0
Delhi,sector 6 dwarka,4,4,2,1,7500,24000,3825,312,35640,1,0,0,0,0
Bangalore,horamavu banaswadi,3,2,0,4,3162,12000,687,153,16002,0,0,0,0,0
Chennai,virugambakkam,1,2,2,6,0,6600,1806,102,8508,1,0,0,0,0
Kolkata,bablatala,4,5,5,12,1800,22500,0,300,24600,1,0,0,0,1
Bangalore,anekal,3,2,2,6,0,8970,66,135,9171,1,0,0,0,0
Kolkata,ariadaha,3,4,3,6,0,16500,1029,273,17802,1,0,0,0,0
Bangalore,talaghattapura,3,3,2,1,4950,12750,1752,162,19614,1,1,0,0,0
Bangalore,haralur road,2,1,2,6,0,16500,0,249,16749,1,0,0,0,0
Kolkata,mukundapur,3,2,2,3,1050,7800,465,105,9420,1,0,0,0,0
Bangalore,kanakpura road,1,1,1,20,1470,9750,393,126,11739,0,1,0,0,0
Bangalore,haralur road,3,2,0,1,2100,9000,126,117,11343,0,0,0,0,0
Bangalore,harlur,4,4,4,5,8100,48000,5001,609,61710,1,0,0,0,0
Bangalore,nagadevanahalli,1,1,0,6,0,3600,123,48,3771,0,0,0,0,0
Bangalore,munnekollal,4,4,3,15,4950,26400,2670,336,34350,1,1,0,0,0
Chennai,oragadam,2,1,1,6,1323,2190,54,30,3597,1,0,0,0,0
Bangalore,frazer town,4,5,6,6,0,36000,28500,543,65040,1,0,0,0,1
Delhi,new friends colony,3,3,1,7,3762,9450,537,123,13872,1,0,0,0,0
Bangalore,marathahalli,4,5,4,9,12900,21000,4251,267,38430,1,1,0,0,0
Bangalore,kanakpura road,2,1,1,13,1650,4560,240,60,6510,1,1,0,0,0
Delhi,shivalik,1,1,0,1,1080,4800,0,63,5943,1,1,0,0,0
Bangalore,kanakpura road,1,1,1,6,0,3540,0,54,3594,0,0,0,0,0
Kolkata,agarpara,2,1,2,2,342,2700,360,36,3438,1,0,0,0,0
Delhi,lajpat nagar,3,1,2,2,9870,15600,2130,204,27804,1,0,0,0,0
Bangalore,mahadevpura,1,1,0,10,900,6000,0,78,6978,1,1,0,0,0
Bangalore,electronic city,2,1,1,11,3519,12000,360,153,16032,1,0,0,0,0
Mumbai,mulund west,3,2,1,3,1200,2550,72,39,3861,1,0,0,0,0
Mumbai,andheri east,2,1,0,2,600,2850,78,42,3570,1,0,0,0,0
Bangalore,hosa road,1,1,0,23,1296,6600,135,84,8115,1,0,0,0,0
Bangalore,kasavanhalli,3,2,3,6,0,7800,1200,120,9120,1,0,0,0,0
Bangalore,btm layout,3,4,4,6,0,27000,1290,408,28698,1,1,0,0,0
Bangalore,cv raman nagar,2,4,3,14,14700,45000,2751,573,63030,1,0,0,0,0
Kolkata,tollygunge,4,2,2,2,3840,12900,1287,174,18201,1,0,0,0,0
Bangalore,hormavu,6,5,1,6,0,10404,0,159,10563,1,0,0,0,0
Kolkata,behala,1,1,1,4,4650,10200,594,138,15582,0,1,0,0,0
Delhi,chattarpur,2,2,0,4,1680,7500,249,99,9528,0,0,0,0,0
Bangalore,electronic city phase ii,1,1,0,6,0,3000,0,48,3048,0,0,0,0,0
Delhi,rohini sector 24,2,3,0,12,2400,7986,1119,105,11610,1,0,0,0,0
Chennai,guduvancheri,1,1,0,6,0,2820,150,45,3015,1,0,0,0,0
Chennai,selaiyur,3,2,2,17,1710,7200,375,93,9378,1,0,0,0,0
Chennai,kolathur,2,2,0,6,0,5100,600,78,5778,1,0,0,0,0
Bangalore,hebbal,3,5,3,4,10500,20400,0,261,31170,1,0,0,0,0
Kolkata,dum dum,3,2,1,2,900,5577,372,21,6870,1,0,0,0,0
Bangalore,begur road,3,4,4,15,4761,12750,2133,162,19806,1,0,0,0,0
Delhi,vikaspuri,1,1,0,2,1698,4023,150,54,5925,1,1,0,0,0
Bangalore,bannerghatta,3,2,1,9,2415,9900,240,126,12681,0,1,0,0,0
Bangalore,thanisandra,3,3,8,6,0,13440,1527,204,15171,1,0,0,0,1
Chennai,kolapakkam,3,1,1,1,3000,2880,249,39,6168,1,0,0,0,0
Bangalore,brookefield,2,2,2,4,2550,7950,390,102,10992,0,0,0,0,0
Kolkata,bangur,4,3,1,1,1041,6900,216,93,8250,1,0,0,0,0
Bangalore,kanakpura road,3,1,1,3,1410,4650,0,60,6120,1,0,0,0,0
Delhi,sector 12 dwarka,2,3,1,2,4677,15000,675,195,20547,1,1,0,0,0
Mumbai,chembur,2,2,0,3,1200,5985,240,90,7515,0,1,0,0,0
Delhi,ashok vihar,4,3,1,3,4350,25800,1050,333,31530,0,1,0,0,0
Bangalore,panathur,2,2,0,8,2550,14700,0,189,17439,1,1,0,0,0
Bangalore,kanakpura road,2,2,1,1,2586,7542,0,96,10224,1,0,0,0,0
Bangalore,indira nagar,1,2,1,18,2736,9900,555,126,13317,1,0,0,0,0
Mumbai,dombivali,2,1,0,2,540,4800,0,72,5412,1,0,0,0,0
Bangalore,chandapura,2,1,0,6,0,4500,72,69,4641,1,0,0,0,0
Bangalore,hennur,2,1,1,16,1050,4500,0,60,5610,1,0,0,0,0
Bangalore,devanahalli,2,2,1,11,1359,8400,447,108,10314,0,0,0,0,0
Kolkata,narendrapur,3,2,2,1,954,5100,993,69,7116,0,0,0,0,0
Kolkata,kasba,3,2,0,6,0,7500,0,123,7623,1,0,0,0,0
Bangalore,lingadheeranahalli,3,4,3,2,3915,15000,1242,192,20349,1,0,0,0,0
Chennai,kolathur,3,2,1,3,2070,3900,228,51,6249,1,0,0,0,0
Bangalore,sahakara nagar,2,2,2,15,2166,11400,750,147,14463,1,0,0,0,0
Kolkata,ramchandrapur,3,2,5,6,0,16500,855,273,17628,1,0,0,0,1
Mumbai,sector 5 ghansoli,3,4,0,2,750,8850,225,132,9957,1,1,0,0,0
Bangalore,bommanahalli,2,2,0,15,2040,8400,405,108,10953,0,0,0,0,0
Bangalore,rmv 2nd stage,4,5,4,5,25500,58500,10002,744,94740,1,0,0,0,0
Delhi,sector 6 dwarka,3,3,2,5,15000,33990,10002,438,59430,1,1,0,0,0
Bangalore,victoria layout,4,6,5,4,11370,11400,7305,147,30210,1,0,0,0,1
Delhi,vasant kunj,3,2,0,4,2763,7650,426,99,10938,1,0,0,0,0
Delhi,malviya nagar,1,1,0,10,2250,10500,426,138,13314,0,1,0,0,0
Bangalore,harlur,3,3,2,6,0,13050,1155,198,14403,1,1,0,0,0
Bangalore,jalahalli,2,2,1,7,3546,20850,828,267,25491,0,0,0,0,0
Bangalore,kothanur,2,1,1,5,1800,3300,576,42,5718,1,1,0,0,0
Kolkata,kalikapur,4,4,6,13,5100,45000,3255,600,53970,0,0,0,0,1
Bangalore,kengeri satellite town,1,1,1,26,1461,6900,177,90,8628,1,0,0,0,0
Mumbai,kharghar,2,2,1,4,1125,4500,0,66,5691,1,0,0,0,0
Bangalore,kanakapura,4,5,4,12,13050,19779,5490,252,38580,1,0,0,0,0
Bangalore,horamavu banaswadi,3,4,4,6,0,30000,1119,453,31560,1,0,0,0,0
Bangalore,hal 2nd stage,4,4,3,5,7914,19560,3561,249,31290,1,0,0,0,0
Bangalore,marathahalli,5,5,2,6,0,12000,660,183,12843,1,0,0,0,0
Bangalore,kundalahalli,1,1,1,18,4800,10500,702,135,16137,0,1,0,0,0
Bangalore,kasavanhalli,2,2,1,1,1650,8100,363,105,10218,1,0,0,0,0
Chennai,thoraipakkam omr,2,1,1,8,1815,3900,318,51,6084,1,0,0,0,0
Mumbai,mira road east,1,1,1,3,1110,3600,150,54,4914,0,0,0,0,0
Bangalore,epip zone,4,5,4,10,4800,21318,0,273,26391,1,1,0,0,0
Bangalore,uttarahalli,1,1,0,11,1281,5700,0,75,7056,1,1,0,0,0
Bangalore,cunningham road,4,5,6,6,0,17850,3600,270,21720,1,0,0,0,1
Bangalore,kereguddadahalli,3,2,0,7,3750,24000,309,306,28365,1,0,0,0,0
Kolkata,jadavpur,2,1,1,1,480,3000,0,42,3522,1,0,0,0,0
Delhi,maharani bagh,2,2,1,10,2985,8700,327,114,12126,0,1,0,0,0
Bangalore,kudlu gate,2,1,1,11,6195,9900,648,126,16869,0,1,0,0,0
Bangalore,thanisandra,3,4,4,8,5400,16800,2580,213,24993,1,1,0,0,0
Bangalore,hosakerehalli,3,2,2,7,3870,16800,1305,213,22188,1,0,0,0,0
Bangalore,tc palaya,1,1,1,7,1890,10800,0,138,12828,0,1,0,0,0
Bangalore,whitefield,1,1,0,6,1401,3627,387,24,5439,0,0,0,0,0
Mumbai,malad east,3,2,1,1,1218,4197,168,63,5646,1,0,0,0,0
Kolkata,serampore,7,5,5,6,0,27000,0,444,27444,1,0,0,0,1
Kolkata,bhawanipur,3,3,1,1,1455,5250,516,72,7293,0,0,0,0,0
Delhi,sarvpriya vihar,2,1,0,7,2220,5700,255,75,8250,1,0,0,0,0
Delhi,dwarka mor,2,1,0,5,2850,7500,597,57,11004,1,0,0,0,0
Bangalore,btm 2nd stage,4,4,4,16,6600,13500,2064,174,22338,1,0,0,0,0
Bangalore,koramangala,2,1,0,2,270,3450,270,45,4035,1,0,0,0,0
Bangalore,hennur road,2,2,2,17,4500,36600,1362,465,42930,1,1,0,0,0
Bangalore,tumkur road,2,4,2,11,8070,30000,1560,381,40020,1,0,0,0,0
Chennai,alwarpet,3,2,2,3,3300,6120,276,78,9774,1,0,0,0,0
Bangalore,whitefield,2,1,1,2,0,5400,0,69,5469,1,0,0,0,0
Mumbai,chembur,2,2,0,7,1800,9300,150,138,11388,1,1,0,0,0
Delhi,sarita vihar,2,1,0,1,1056,4200,0,57,5313,1,0,0,0,0
Kolkata,e m bypass,5,4,4,4,1200,8100,510,108,9918,1,0,0,0,0
Kolkata,uttarpara kotrung,3,2,1,6,0,4800,774,81,5655,1,0,0,0,0
Bangalore,rayasandra,2,3,3,3,6600,45000,2877,573,55050,0,1,0,0,0
Delhi,mayur vihar phase 1,2,1,0,6,0,9000,0,138,9138,1,0,0,0,0
Bangalore,mahadevpura,1,1,1,4,1587,2985,147,39,4758,1,0,0,0,0
Delhi,malviya nagar,1,1,1,3,2340,7500,723,99,10662,1,0,0,0,0
Bangalore,thanisandra,4,2,1,6,0,7500,1002,114,8616,0,0,0,0,0
Mumbai,koper khairane,1,1,2,3,1500,7500,225,111,9336,1,1,0,0,0
Bangalore,beml layout,2,2,2,4,1770,12000,366,153,14289,1,0,0,0,0
Delhi,matiala,2,1,0,6,5100,19800,747,258,25905,1,0,0,0,0
Bangalore,raja rajeshwari nagar,1,1,0,1,0,3930,0,51,3981,0,0,0,0,0
Bangalore,bhoganhalli,2,1,1,2,2442,3900,273,51,6666,1,1,0,0,0
Bangalore,munnekollal,4,4,3,1,5400,22500,2376,288,30570,1,0,0,0,0
Chennai,kolapakkam vandalur,4,5,4,6,0,16500,2001,249,18750,1,0,0,0,0
Bangalore,rajaji nagar,2,2,2,6,0,13200,276,201,13677,1,1,0,0,0
Bangalore,gubbalala,2,1,1,1,939,4920,120,63,6042,1,0,0,0,0
Bangalore,kengeri,3,5,3,3,11400,33000,3300,420,48120,0,0,0,0,0
Delhi,chittaranjan park,1,1,0,2,600,3300,30,45,3975,1,0,0,0,0
Kolkata,new alipore,3,1,1,4,540,3900,261,54,4755,1,0,0,0,0
Bangalore,marathahalli,4,7,4,1,9000,29400,4215,375,42990,1,0,0,1,0
Delhi,rohini sector 24,3,2,0,7,2700,9870,327,129,13026,1,0,0,0,0
Bangalore,7th phase jp nagar,1,1,0,6,0,3150,138,48,3336,1,0,0,0,0
Kolkata,southern avenue,3,2,3,1,2250,9000,951,120,12321,1,0,0,0,0
Bangalore,ambalipura,3,2,1,6,0,12600,750,192,13542,1,0,0,0,0
Chennai,pallavaram,1,1,0,7,780,2010,36,27,2853,1,0,0,0,0
Bangalore,kr puram,1,1,0,6,0,4200,414,66,4680,1,0,0,0,0
Chennai,padur,3,2,2,9,3675,7800,546,99,12120,1,0,0,0,0
Delhi,saket,1,1,0,11,1500,3600,63,48,5211,1,0,0,0,0
Chennai,shenoy nagar,3,1,1,6,0,8100,717,123,8940,1,0,0,0,0
Bangalore,kannamangala,1,1,0,1,0,3780,0,48,3828,0,0,0,0,0
Bangalore,jayanagar,4,4,4,6,0,30000,2250,453,32700,1,0,0,0,0
Delhi,malviya nagar,2,2,0,1,750,10800,309,141,12000,1,0,0,0,0
Delhi,anand niketan,1,1,1,5,1395,2700,0,36,4131,0,0,0,0,0
Kolkata,narendrapur,3,2,2,4,1050,4500,243,60,5853,0,0,0,0,0
Bangalore,electronic city phase ii,1,1,1,9,3,5790,0,75,5868,1,0,0,0,0
Bangalore,kanakpura road,3,1,1,7,1890,5100,24,66,7080,1,0,0,0,0
Bangalore,7th block jayanagar,4,4,8,6,0,30000,2541,453,33000,1,1,0,0,1
Bangalore,kaggadasapura,1,1,1,9,1695,11400,72,147,13314,1,1,0,0,0
Bangalore,kanakpura road,1,1,1,13,1938,11700,327,150,14115,1,1,0,0,0
Bangalore,rachenahalli,1,1,2,2,1920,6000,0,78,7998,1,0,0,0,0
Bangalore,sarjapur  road,2,1,0,2,3300,3840,0,51,7191,1,0,0,0,0
Chennai,guduvancheri,1,1,0,11,1290,2106,60,27,3483,0,0,0,0,0
Bangalore,hoskote,4,6,4,1,9600,25500,2910,324,38340,1,1,0,0,0
Kolkata,chandannagar,4,5,4,15,9450,45000,5241,600,60300,1,0,0,0,0
Kolkata,baranagar,3,3,2,2,450,5100,0,69,5619,1,0,0,0,0
Kolkata,serampore,5,2,7,6,0,27000,1806,444,29250,1,1,0,0,1
Delhi,paschim vihar,1,1,0,4,1530,4080,3,54,5667,1,1,0,0,0
Mumbai,kandivali east,3,1,0,6,0,3750,0,69,3819,0,0,0,0,0
Bangalore,malleshpalya,3,3,3,20,8010,16800,2721,213,27744,1,0,0,0,0
Chennai,guduvancheri,2,1,1,2,1590,3600,327,48,5565,1,0,0,0,0
Bangalore,jp nagar,3,3,4,21,7494,13500,3348,174,24516,1,0,0,0,0
Bangalore,neeladri nagar,4,4,3,13,0,35700,0,453,36150,1,1,0,0,0
Bangalore,panathur,2,1,0,2,777,5400,0,69,6246,1,0,0,0,0
Bangalore,itpl,3,3,4,9,18600,45000,10500,573,74670,1,0,0,0,0
Chennai,thiruvanmiyur,2,1,1,6,1110,3300,36,42,4488,1,0,0,0,0
Bangalore,defence colony,4,4,4,13,7800,17799,2700,228,28527,1,0,0,0,0
Bangalore,raja rajeshwari nagar,1,1,1,16,1716,14700,210,189,16815,1,1,0,0,0
Kolkata,nager bazar,2,3,0,6,0,7500,42,123,7665,1,0,0,0,0
Bangalore,electronics city phase 1,3,4,4,6,0,21000,1602,318,22920,0,0,0,0,0
Bangalore,yelahanka,1,1,0,6,0,2100,177,33,2310,0,0,0,0,0
Bangalore,old madras road,3,4,3,6,0,20400,1251,309,21960,1,0,0,0,0
Bangalore,tc palaya,1,1,0,3,1050,4950,0,63,6063,1,0,0,0,0
Bangalore,lingarajapuram,4,6,6,6,7500,30000,7500,453,45450,1,0,0,0,1
Delhi,defence colony,3,1,0,7,2850,7590,501,99,11040,1,1,0,0,0
Kolkata,madurdaha hussainpur,4,2,2,2,3300,12000,891,162,16353,1,0,0,0,0
Bangalore,kothanur,2,1,1,1,2010,5796,219,24,8049,1,0,0,0,0
Bangalore,abbigere,3,2,1,5,5247,21000,1152,267,27666,1,0,0,0,0
Bangalore,kothanur,2,1,1,3,2250,3600,252,48,6150,1,0,0,0,0
Kolkata,baguiati,3,3,2,6,1350,10965,426,147,12888,1,1,0,0,0
Bangalore,kothanur,1,1,0,6,1485,6918,0,90,8493,1,0,0,0,0
Bangalore,marathahalli,4,4,6,1,1650,11400,99,147,13296,1,0,0,0,1
Bangalore,thyagaraja nagar,3,4,4,2,5580,26592,0,339,32520,1,0,0,0,0
Bangalore,marathahalli,3,5,4,6,0,19500,2559,294,22353,1,0,0,0,0
Bangalore,jigani,4,6,3,6,0,45000,2535,678,48210,1,0,0,0,0
Bangalore,hebbal,3,4,3,1,8700,29400,375,375,38850,1,1,0,0,0
Kolkata,nimta,1,1,0,2,630,2850,150,39,3669,0,0,0,0,0
Chennai,velachery,1,1,0,7,1518,1500,72,21,3111,0,0,0,0,0
Kolkata,kalikapur gitangali park,3,2,0,2,0,6000,0,81,6081,0,0,0,0,0
Bangalore,jalahalli,3,2,2,16,1500,4590,102,60,6252,1,0,0,0,0
Bangalore,kodigehaali,3,4,2,6,0,13500,1605,204,15309,1,0,0,0,0
Bangalore,balagere,4,5,2,6,0,45000,4200,678,49890,0,1,0,0,0
Bangalore,indira nagar,2,1,1,2,2040,3900,60,51,6051,1,0,0,0,0
Chennai,adambakkam,1,1,1,6,2166,4050,150,54,6420,1,1,0,0,0
Kolkata,new town,3,1,1,1,570,3450,0,48,4068,0,0,0,0,0
Bangalore,jp nagar,3,4,2,6,0,21000,1752,318,23070,1,0,0,0,0
Kolkata,garia,3,1,1,12,1662,3900,207,54,5823,1,0,0,0,0
Mumbai,dahisar east,2,1,0,6,1344,3315,252,51,4962,1,0,0,0,0
Mumbai,kandivali east,3,2,1,5,1500,5400,0,81,6981,1,0,0,0,0
Delhi,sector 10 dwarka,2,2,1,8,2160,4200,870,57,7287,1,0,0,0,0
Delhi,green park,2,2,1,13,1500,3990,90,54,5634,1,0,0,0,0
Bangalore,whitefield,1,1,0,3,1080,8400,0,108,9588,1,0,0,0,0
Mumbai,kandivali west,3,2,2,6,0,15144,0,270,15414,1,0,0,0,0
Bangalore,malleshwaram,2,2,0,10,2460,4500,210,60,7230,1,0,0,0,0
Mumbai,cuffe parade,6,6,6,6,0,15000,327,267,15594,1,0,0,0,1
Bangalore,hegde nagar,3,1,2,1,1800,5541,45,72,7458,1,0,0,0,0
